feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,label
-0.14409032957792836,-0.1729036003315193,-0.11131586156766246,0.7019837250988631,-0.12758828378288709,-1.4973534143409575,0.33231834406771527,-0.2673374784971682,-0.216958684145195,0.11588478670085507,0.23229773690672087,1.163558686599143,1
0.11050717744383194,-0.7383216023448206,-1.014662367487717,0.24634219521120196,1.3110808272040482,0.04165686390338389,-0.10632329377078427,0.5317762204008692,-1.453545298008678,-0.3122773171445598,0.49036253259352475,0.8734043853794468,0
0.3765998586879102,0.24821344932841446,0.7823268087036421,-1.1132222142481727,0.5682506875853858,-1.5145203917251397,-2.619945422218852,-0.6068907281995026,-0.9158100463459947,0.8760122430564063,0.664265899612895,-1.2190747412956953,1
-1.0022028242423497,-0.08624384633628418,-0.29389977795653216,0.11441985746092122,0.8186363115437669,0.6384137907924435,0.3498851018692087,0.6499480978062986,0.4784920376501184,-0.6269854652195999,-0.7173710938165775,-0.4699682741360139,0
-0.2501155709973842,2.335754222480548,-0.8192925421864935,-1.0988745999021583,0.7684735154696964,1.4218499813434655,0.5056926908392599,0.8358173459676733,1.4263449774421624,-0.0940274760163039,-1.4229589331389771,-0.5320765483187126,1
-1.4436784060782881,0.03353132078726135,0.2532373593420619,-0.3155921648136706,0.7236319863680966,0.5807797415265663,2.321408516900731,0.6199677677731354,-0.6094034586430621,-0.5617975923340306,-0.8315811012420066,0.9522735598158206,0
-0.07026077370059765,0.7493026192896751,-0.7234629906514067,-0.29365796361771856,-1.841286265603916,-1.0824786190387132,-0.5677364121918498,0.41576098851667154,1.1934932724432972,-0.018466813163711633,0.2613642791998029,0.16796936854723213,1
0.8933551987382066,0.27369331540754227,-1.0109443034453118,0.9033853143445947,0.3810471279557522,1.2269415497142202,-0.02990659268121346,1.953100924483846,-0.3588763403218226,1.5930604142630431,0.11511897260723283,-0.5162690092455027,1
-0.15103055153883657,1.423321026167184,0.8163744966147283,0.688883864266003,-2.375872573091198,0.7109642045700387,0.5558524109198417,-0.5499262844053271,-0.6273843661803962,-0.002310451813581064,1.7248762631487318,-1.0551006994223244,1
1.361784750350584,-0.4461507994277505,-0.36425147586094014,0.0977763472886767,-1.2412893766356956,0.21994543015001286,-1.2096175969736347,0.8851983103581446,0.0031808227579895546,2.2834314668477504,0.28084051353103473,1.3656894904327486,0
